freq,siec,nrg_cons,unit,tax,currency,geo,time,value
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2011-S1,0.1682
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2011-S2,0.171
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2012-S1,0.1716
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2012-S2,0.1722
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2013-S1,0.1698
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2013-S2,0.1678
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2014-S1,0.1507
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2014-S2,0.1523
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2015-S1,0.1506
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2015-S2,0.1517
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2016-S1,0.1423
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2016-S2,0.1537
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2017-S1,0.1435
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2017-S2,0.1442
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2018-S1,0.1566
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2018-S2,0.1462
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2019-S1,0.1577
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2019-S2,0.1585
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2020-S1,0.1686
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2020-S2,0.1724
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2021-S1,0.1668
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2021-S2,0.1624
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2022-S1,0.1796
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2022-S2,0.1884
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2023-S1,0.1892
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2023-S2,0.1943
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2024-S1,0.1806
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2024-S2,0.177
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2025-S1,0.1887
S,E7000,KWH2500-4999,KWH,I_TAX,EUR,SK,2025-S2,0.1853
